Key,English,Polish
PROPMOVER_TXT_001200,Great Harpy,Great Harpy
PROPMOVER_TXT_001202,Great Gullah,Great Gullah
PROPMOVER_TXT_001204,Great Abraxas,Great Abraxas
PROPMOVER_TXT_001206,Great Hague,Great Hague
PROPMOVER_TXT_001208,Great Tengu,Great Tengu
PROPMOVER_TXT_001210,Great Asterius,Great Asterius
PROPMOVER_TXT_001212,Great Dantalian,Great Dantalian
PROPMOVER_TXT_001214,Great Gannessa,Great Gannessa
PROPMOVER_TXT_001216,Great Asuras,Great Asuras
PROPMOVER_TXT_001180,Small Nyx,Small Nyx
PROPMOVER_TXT_001182,Nyx,Nyx
PROPMOVER_TXT_001184,Captain Nyx,Captain Nyx
PROPMOVER_TXT_001186,Asmodan,Asmodan
PROPMOVER_TXT_001100,Small Harpy,Small Harpy
PROPMOVER_TXT_001102,Harpy,Harpy
PROPMOVER_TXT_001104,Captain Harpy,Captain Harpy
PROPMOVER_TXT_001106,Giant Harpy,Giant Harpy
PROPMOVER_TXT_001108,Small Gullah,Small Gullah
PROPMOVER_TXT_001110,Gullah,Gullah
PROPMOVER_TXT_001112,Captain Gullah,Captain Gullah
PROPMOVER_TXT_001114,Giant Gullah,Giant Gullah
PROPMOVER_TXT_001116,Small Abraxas,Small Abraxas
PROPMOVER_TXT_001118,Abraxas,Abraxas
PROPMOVER_TXT_001120,Captain Abraxas,Captain Abraxas
PROPMOVER_TXT_001122,Giant Abraxas,Giant Abraxas
PROPMOVER_TXT_001124,Small Hague,Small Hague
PROPMOVER_TXT_001126,Hague,Hague
PROPMOVER_TXT_001128,Captain Hague,Captain Hague
PROPMOVER_TXT_001130,Giant Hague,Giant Hague
PROPMOVER_TXT_001132,Small Tengu,Small Tengu
PROPMOVER_TXT_001134,Tengu,Tengu
PROPMOVER_TXT_001136,Captain Tengu,Captain Tengu
PROPMOVER_TXT_001138,Giant Tengu,Giant Tengu
PROPMOVER_TXT_001140,Small Asterius,Small Asterius
PROPMOVER_TXT_001142,Asterius,Asterius
PROPMOVER_TXT_001144,Captain Asterius,Captain Asterius
PROPMOVER_TXT_001146,Giant Asterius,Giant Asterius
PROPMOVER_TXT_001148,Small Dantalian,Small Dantalian
PROPMOVER_TXT_001150,Dantalian,Dantalian
PROPMOVER_TXT_001152,Captain Dantalian,Captain Dantalian
PROPMOVER_TXT_001154,Giant Dantalian,Giant Dantalian
PROPMOVER_TXT_001156,Small Gannessa,Small Gannessa
PROPMOVER_TXT_001158,Gannessa,Gannessa
PROPMOVER_TXT_001160,Captain Gannessa,Captain Gannessa
PROPMOVER_TXT_001162,Giant Gannessa,Giant Gannessa
PROPMOVER_TXT_001164,Small Asuras,Small Asuras
PROPMOVER_TXT_001166,Asuras,Asuras
PROPMOVER_TXT_001168,Captain Asuras,Captain Asuras
PROPMOVER_TXT_001170,Giant Asuras,Giant Asuras
PROPMOVER_TXT_001172,Small Catsy,Small Catsy
PROPMOVER_TXT_001174,Catsy,Catsy
PROPMOVER_TXT_001176,Giant Catsy,Giant Catsy
PROPMOVER_TXT_001178,Captain Catsy,Captain Catsy
PROPMOVER_TXT_001218,Knight 2,Knight 2
PROPMOVER_TXT_001220,Knight 1,Knight 1
PROPMOVER_TXT_001221,Queen Long Legs,Queen Long Legs
PROPMOVER_TXT_001222,Nightmist Empress,Nightmist Empress
PROPMOVER_TXT_001223,Bolt Otem,Bolt Otem
PROPMOVER_TXT_001224,Overgrown Broodmother,Overgrown Broodmother
PROPMOVER_TXT_001225,Spiderling,Spiderling
PROPMOVER_TXT_001226,Enraged Gorilla,Enraged Gorilla
PROPMOVER_TXT_001227,Sentient Tree Guardian,Sentient Tree Guardian
PROPMOVER_TXT_001228,Regal Kumai,Regal Kumai
PROPMOVER_TXT_001229,Enchanted Rider,Enchanted Rider
PROPMOVER_TXT_001230,Enchanted Shaman,Enchanted Shaman
PROPMOVER_TXT_001231,Enchanted AI,Enchanted AI
PROPMOVER_TXT_001232,Pyramid Keeper,Pyramid Keeper
PROPMOVER_TXT_001233,Pyramid Guardian,Pyramid Guardian
PROPMOVER_TXT_001234,Defense Otem,Defense Otem
PROPMOVER_TXT_001235,Skeleton General,Skeleton General
PROPMOVER_TXT_230001,Enraged Yetti,Enraged Yetti
PROPMOVER_TXT_230002,Frozen Hare Guard,Frozen Hare Guard
PROPMOVER_TXT_230003,Saphyryan Hound,Saphyryan Hound
PROPMOVER_TXT_230004,Deep Cave Gorilla,Deep Cave Gorilla
PROPMOVER_TXT_230005,Caveman Chief,Caveman Chief
PROPMOVER_TXT_230006,Cavern Larva,Cavern Larva
PROPMOVER_TXT_230007,Radioactive Long Legs,Radioactive Long Legs
PROPMOVER_TXT_230008,Cavern Nightmist,Cavern Nightmist
PROPMOVER_TXT_230009,Frozen Hare Assassin,Frozen Hare Assassin
PROPMOVER_TXT_230010,Giant Turtle,Giant Turtle
PROPMOVER_TXT_230011,Kraken Spawn,Kraken Spawn
PROPMOVER_TXT_010000,Orange Sleeping Fox,Orange Sleeping Fox
PROPMOVER_TXT_010001,Black Sleeping Fox,Black Sleeping Fox
PROPMOVER_TXT_010002,Blue Sleeping Fox,Blue Sleeping Fox
PROPMOVER_TXT_010003,Green Sleeping Fox,Green Sleeping Fox
PROPMOVER_TXT_010004,Pink Sleeping Fox,Pink Sleeping Fox
PROPMOVER_TXT_010005,Purple Sleeping Fox,Purple Sleeping Fox
PROPMOVER_TXT_010006,White Sleeping Fox,White Sleeping Fox
PROPMOVER_TXT_110000,Pink Valentine's Bear,Pink Valentine's Bear
PROPMOVER_TXT_110001,White Valentine's Bear,White Valentine's Bear
PROPMOVER_TXT_110002,Dark Valentine's Bear,Dark Valentine's Bear
PROPMOVER_TXT_110003,Orange Valentine's Bear,Orange Valentine's Bear
PROPMOVER_TXT_110004,Green Valentine's Bear,Green Valentine's Bear
PROPMOVER_TXT_110005,Purple Valentine's Bear,Purple Valentine's Bear
PROPMOVER_TXT_110006,Pink Little Cacti,Pink Little Cacti
PROPMOVER_TXT_110007,Green Little Cacti,Green Little Cacti
PROPMOVER_TXT_110008,Purple Little Cacti,Purple Little Cacti
PROPMOVER_TXT_110009,Orange Little Cacti,Orange Little Cacti
PROPMOVER_TXT_110010,Red Little Cacti,Red Little Cacti
PROPMOVER_TXT_110011,Cyan Little Cacti,Cyan Little Cacti
PROPMOVER_TXT_110012,Phantom General,Phantom General
PROPMOVER_TXT_110013,Golden Aibatt,Golden Aibatt
PROPMOVER_TXT_110014,Pink Modern Sports Bear,Pink Modern Sports Bear
PROPMOVER_TXT_110015,Blue Modern Sports Bear,Blue Modern Sports Bear
PROPMOVER_TXT_110016,Green Modern Sports Bear,Green Modern Sports Bear
PROPMOVER_TXT_110017,Purple Modern Sports Bear,Purple Modern Sports Bear
PROPMOVER_TXT_110018,Dark Modern Sports Bear,Dark Modern Sports Bear
PROPMOVER_TXT_110019,Light Modern Sports Bear,Light Modern Sports Bear
PROPMOVER_TXT_110020,Pink Easter Bunny,Pink Easter Bunny
PROPMOVER_TXT_110021,Pink Future Robot,Pink Future Robot
PROPMOVER_TXT_110022,Purple Future Robot,Purple Future Robot
PROPMOVER_TXT_110023,Cyan Future Robot,Cyan Future Robot
PROPMOVER_TXT_110024,Dark Future Robot,Dark Future Robot
PROPMOVER_TXT_110025,Green Future Robot,Green Future Robot
PROPMOVER_TXT_110026,Blue Future Robot,Blue Future Robot
PROPMOVER_TXT_110027,Flying Egg,Flying Egg
PROPMOVER_TXT_110028,Eggcellent,Eggcellent
PROPMOVER_TXT_110029,Blue Flying Bunny,Blue Flying Bunny
PROPMOVER_TXT_110030,Green Flying Bunny,Green Flying Bunny
PROPMOVER_TXT_110031,Pink Flying Bunny,Pink Flying Bunny
PROPMOVER_TXT_110032,Purple Flying Bunny,Purple Flying Bunny
PROPMOVER_TXT_110033,Brown Flying Bunny,Brown Flying Bunny
PROPMOVER_TXT_110034,Black Flying Bunny,Black Flying Bunny
PROPMOVER_TXT_110035,White Flying Bunny,White Flying Bunny
PROPMOVER_TXT_110036,Hantiger,Hantiger
PROPMOVER_TXT_110037,Galaxy Scout,Galaxy Scout
PROPMOVER_TXT_110038,Blue Hat Bunny,Blue Hat Bunny
PROPMOVER_TXT_110039,Dark Hat Bunny,Dark Hat Bunny
PROPMOVER_TXT_110040,Green Hat Bunny,Green Hat Bunny
PROPMOVER_TXT_110041,Orange Hat Bunny,Orange Hat Bunny
PROPMOVER_TXT_110042,Pink Hat Bunny,Pink Hat Bunny
PROPMOVER_TXT_110043,Purple Hat Bunny,Purple Hat Bunny
PROPMOVER_TXT_110044,Black Hat Bunny,Black Hat Bunny
PROPMOVER_TXT_110045,White Hat Bunny,White Hat Bunny
PROPMOVER_TXT_110047,Gold Skeleton,Gold Skeleton
PROPMOVER_TXT_110048,Birthday Baker,Birthday Baker
PROPMOVER_TXT_110049,White Stripe Purple Bear,White Stripe Purple Bear
PROPMOVER_TXT_110050,White Stripe Blue Bear,White Stripe Blue Bear
PROPMOVER_TXT_110051,White Stripe Green Bear,White Stripe Green Bear
PROPMOVER_TXT_110052,White Stripe Orange Bear,White Stripe Orange Bear
PROPMOVER_TXT_110053,White Stripe Pink Bear,White Stripe Pink Bear
PROPMOVER_TXT_110054,White Stripe Black Bear,White Stripe Black Bear
PROPMOVER_TXT_110055,White Stripe White Bear,White Stripe White Bear
PROPMOVER_TXT_110056,Lord Manager,Lord Manager
PROPMOVER_TXT_110057,Black Japanese Piggy,Black Japanese Piggy
PROPMOVER_TXT_110058,Purple Japanese Piggy,Purple Japanese Piggy
PROPMOVER_TXT_110059,Blue Japanese Piggy,Blue Japanese Piggy
PROPMOVER_TXT_110060,Light Red Japanese Piggy,Light Red Japanese Piggy
PROPMOVER_TXT_110061,Orange Japanese Piggy,Orange Japanese Piggy
PROPMOVER_TXT_110062,White Japanese Piggy,White Japanese Piggy
PROPMOVER_TXT_110063,Light Japanese Piggy,Light Japanese Piggy
PROPMOVER_TXT_110064,Baby Carrierbomb,Baby Carrierbomb
PROPMOVER_TXT_110065,Baby Fefern,Baby Fefern
PROPMOVER_TXT_110066,Baby Wheelem,Baby Wheelem
PROPMOVER_TXT_110067,Gacha Machine,Gacha Machine
PROPMOVER_TXT_110068,Skating Cat,Skating Cat
PROPMOVER_TXT_110069,Bach,Bach
PROPMOVER_TXT_110070,Neo Purple Robot,Neo Purple Robot
PROPMOVER_TXT_110071,Neo Green Robot,Neo Green Robot
PROPMOVER_TXT_110072,Neo Orange Robot,Neo Orange Robot
PROPMOVER_TXT_110073,Neo Yellow Robot,Neo Yellow Robot
PROPMOVER_TXT_110074,Neo Black Robot,Neo Black Robot
PROPMOVER_TXT_110075,Neo White Robot,Neo White Robot
PROPMOVER_TXT_110076,Pink Flying Froggy,Pink Flying Froggy
PROPMOVER_TXT_110077,Green Flying Froggy,Green Flying Froggy
PROPMOVER_TXT_110078,Purple Flying Froggy,Purple Flying Froggy
PROPMOVER_TXT_110079,Red Flying Froggy,Red Flying Froggy
PROPMOVER_TXT_110080,Black Flying Froggy,Black Flying Froggy
PROPMOVER_TXT_110081,Blue Flying Froggy,Blue Flying Froggy
PROPMOVER_TXT_002016,Rex Potato,Rex Potato
PROPMOVER_TXT_002017,Prince Potato,Prince Potato
PROPMOVER_TXT_002159,Private Leo,Private Leo
PROPMOVER_TXT_002160,Noah,Noah
PROPMOVER_TXT_110082,Draco,Draco
PROPMOVER_TXT_110083,Pink Axolotl,Pink Axolotl
PROPMOVER_TXT_110084,Yellow Axolotl,Yellow Axolotl
PROPMOVER_TXT_110085,Purple Axolotl,Purple Axolotl
PROPMOVER_TXT_110086,Blue Axolotl,Blue Axolotl
PROPMOVER_TXT_110087,Red Axolotl,Red Axolotl
PROPMOVER_TXT_110088,Black Axolotl,Black Axolotl
PROPMOVER_TXT_110089,Traveling Merchant,Traveling Merchant
PROPMOVER_TXT_110046,Red Spirit Dragon,Red Spirit Dragon
PROPMOVER_TXT_110090,Green Spirit Dragon,Green Spirit Dragon
PROPMOVER_TXT_110091,Yellow Spirit Dragon,Yellow Spirit Dragon
PROPMOVER_TXT_400000,Andrew,Andrew
PROPMOVER_TXT_110092,Molu,Molu
PROPMOVER_TXT_110093,Blue Flying Sheep,Blue Flying Sheep
PROPMOVER_TXT_110094,Yellow Flying Sheep,Yellow Flying Sheep
PROPMOVER_TXT_110095,Red Flying Sheep,Red Flying Sheep
PROPMOVER_TXT_110096,Purple Flying Sheep,Purple Flying Sheep
PROPMOVER_TXT_110097,Pink Flying Sheep,Pink Flying Sheep
PROPMOVER_TXT_110098,Black Flying Sheep,Black Flying Sheep
PROPMOVER_TXT_110100,Silver Aibatt,Silver Aibatt
PROPMOVER_TXT_110151,Purple Floating Oni,Purple Floating Oni
PROPMOVER_TXT_110152,Blue Floating Oni,Blue Floating Oni
PROPMOVER_TXT_110153,Green Floating Oni,Green Floating Oni
PROPMOVER_TXT_110154,Red Floating Oni,Red Floating Oni
PROPMOVER_TXT_110155,Ice Blue Floating Oni,Ice Blue Floating Oni
PROPMOVER_TXT_110156,Black Floating Oni,Black Floating Oni
PROPMOVER_TXT_110157,Orange Witch Cat,Orange Witch Cat
PROPMOVER_TXT_110158,Purple Witch Cat,Purple Witch Cat
PROPMOVER_TXT_110159,Green Witch Cat,Green Witch Cat
PROPMOVER_TXT_110160,Red Witch Cat,Red Witch Cat
PROPMOVER_TXT_110161,Blue Witch Cat,Blue Witch Cat
PROPMOVER_TXT_110162,White Witch Cat,White Witch Cat
PROPMOVER_TXT_110163,Purple Phantocat,Purple Phantocat
PROPMOVER_TXT_110164,Blue Phantocat,Blue Phantocat
PROPMOVER_TXT_110165,Green Phantocat,Green Phantocat
PROPMOVER_TXT_110166,Black Phantocat,Black Phantocat
PROPMOVER_TXT_110167,Red Phantocat,Red Phantocat
PROPMOVER_TXT_110168,White Phantocat,White Phantocat
PROPMOVER_TXT_210093,Prismatic Cobra,Prismatic Cobra
PROPMOVER_TXT_210094,Twinstrike Cobra,Twinstrike Cobra
PROPMOVER_TXT_210095,Tanuki Enforcer,Tanuki Enforcer
PROPMOVER_TXT_210096,Tanuki Protector,Tanuki Protector
PROPMOVER_TXT_210097,Wildwood Stalker,Wildwood Stalker
PROPMOVER_TXT_210098,Wildwood Chieftain,Wildwood Chieftain
PROPMOVER_TXT_210099,Beast King Khan,Beast King Khan
PROPMOVER_TXT_210100,Small Kingster,Small Kingster
PROPMOVER_TXT_110101,Kingster,Kingster
PROPMOVER_TXT_110102,Captain Kingster,Captain Kingster
PROPMOVER_TXT_110103,Small Kraken,Small Kraken
PROPMOVER_TXT_110104,Kraken,Kraken
PROPMOVER_TXT_110105,Captain Kraken,Captain Kraken
PROPMOVER_TXT_110106,Small Creper,Small Creper
PROPMOVER_TXT_110107,Creper,Creper
PROPMOVER_TXT_110108,Captain Creper,Captain Creper
PROPMOVER_TXT_110109,Small Naga,Small Naga
PROPMOVER_TXT_110110,Naga,Naga
PROPMOVER_TXT_110111,Captain Naga,Captain Naga
PROPMOVER_TXT_110112,Small Atrox,Small Atrox
PROPMOVER_TXT_110113,Atrox,Atrox
PROPMOVER_TXT_110114,Captain Atrox,Captain Atrox
PROPMOVER_TXT_110115,Small Okean,Small Okean
PROPMOVER_TXT_110116,Okean,Okean
PROPMOVER_TXT_110117,Captain Okean,Captain Okean
PROPMOVER_TXT_110118,Small Tigar,Small Tigar
PROPMOVER_TXT_110119,Tigar,Tigar
PROPMOVER_TXT_110120,Captain Tigar,Captain Tigar
PROPMOVER_TXT_110121,Small Dorian,Small Dorian
PROPMOVER_TXT_110122,Dorian,Dorian
PROPMOVER_TXT_110123,Captain Dorian,Captain Dorian
PROPMOVER_TXT_110124,Small Meral,Small Meral
PROPMOVER_TXT_110125,Meral,Meral
PROPMOVER_TXT_110126,Captain Meral,Captain Meral
PROPMOVER_TXT_110127,Giant Kingster,Giant Kingster
PROPMOVER_TXT_110128,Giant Kraken,Giant Kraken
PROPMOVER_TXT_110129,Giant Creper,Giant Creper
PROPMOVER_TXT_110130,Giant Naga,Giant Naga
PROPMOVER_TXT_110131,Giant Atrox,Giant Atrox
PROPMOVER_TXT_110132,Giant Okean,Giant Okean
PROPMOVER_TXT_110133,Giant Tigar,Giant Tigar
PROPMOVER_TXT_110134,Giant Dorian,Giant Dorian
PROPMOVER_TXT_110135,Giant Meral,Giant Meral
PROPMOVER_TXT_110136,Violet Kingster,Violet Kingster
PROPMOVER_TXT_110137,Violet Kraken,Violet Kraken
PROPMOVER_TXT_110138,Violet Creper,Violet Creper
PROPMOVER_TXT_110139,Violet Naga,Violet Naga
PROPMOVER_TXT_110140,Violet Atrox,Violet Atrox
PROPMOVER_TXT_110141,Violet Okean,Violet Okean
PROPMOVER_TXT_110142,Violet Tigar,Violet Tigar
PROPMOVER_TXT_110143,Violet Dorian,Violet Dorian
PROPMOVER_TXT_110144,Violet Meral,Violet Meral
PROPMOVER_TXT_110145,Blue Flying Sheep,Blue Flying Sheep
PROPMOVER_TXT_110146,Yellow Flying Sheep,Yellow Flying Sheep
PROPMOVER_TXT_110147,Red Flying Sheep,Red Flying Sheep
PROPMOVER_TXT_110148,Purple Flying Sheep,Purple Flying Sheep
PROPMOVER_TXT_110149,Pink Flying Sheep,Pink Flying Sheep
PROPMOVER_TXT_110150,Black Flying Sheep,Black Flying Sheep
PROPMOVER_TXT_210151,Rainbow Race Officer,Rainbow Race Officer
PROPMOVER_TXT_210152,Water Totem Pole,Water Totem Pole
PROPMOVER_TXT_210153,Wind Totem Pole,Wind Totem Pole
PROPMOVER_TXT_210154,Earth Totem Pole,Earth Totem Pole
PROPMOVER_TXT_210155,Fire Totem Pole,Fire Totem Pole
PROPMOVER_TXT_210156,Electric Totem Pole,Electric Totem Pole
PROPMOVER_TXT_210157,Twinstrike Den Mother,Twinstrike Den Mother
PROPMOVER_TXT_210158,The Wilds Guard,The Wilds Guard
PROPMOVER_TXT_210159,Pau Pau,Pau Pau
PROPMOVER_TXT_210160,Kammie,Kammie
PROPMOVER_TXT_210161,BoBu,BoBu
PROPMOVER_TXT_210162,Talus,Talus
PROPMOVER_TXT_210163,Inventor Remi,Inventor Remi
PROPMOVER_TXT_210164,Sunny Pang,Sunny Pang
PROPMOVER_TXT_210165,'s Artifact,'s Artifact
PROPMOVER_TXT_210166,Tanuki Trainee,Tanuki Trainee
PROPMOVER_TXT_210167,Wildwood Shaman,Wildwood Shaman
PROPMOVER_TXT_001312,Charlie,Charlie
PROPMOVER_TXT_210168,Red Patrol Dog,Red Patrol Dog
PROPMOVER_TXT_210169,Purple Patrol Dog,Purple Patrol Dog
PROPMOVER_TXT_210170,Cyan Patrol Dog,Cyan Patrol Dog
PROPMOVER_TXT_210171,Blue Patrol Dog,Blue Patrol Dog
PROPMOVER_TXT_210172,Black Patrol Dog,Black Patrol Dog
PROPMOVER_TXT_210173,White Patrol Dog,White Patrol Dog
PROPMOVER_TXT_110169,Wild Turkey,Wild Turkey
PROPMOVER_TXT_210174,Red Rolling Clown,Red Rolling Clown
PROPMOVER_TXT_210175,Purple Rolling Clown,Purple Rolling Clown
PROPMOVER_TXT_210176,Green Rolling Clown,Green Rolling Clown
PROPMOVER_TXT_210177,Pink Rolling Clown,Pink Rolling Clown
PROPMOVER_TXT_210178,Blue Rolling Clown,Blue Rolling Clown
PROPMOVER_TXT_210179,White Rolling Clown,White Rolling Clown
PROPMOVER_TXT_001313,Thief Santa,Thief Santa
PROPMOVER_TXT_001314,Santa,Św. Mikołaj
PROPMOVER_TXT_400001,Red Snowman,Red Snowman
PROPMOVER_TXT_400002,Purple Snowman,Purple Snowman
PROPMOVER_TXT_400003,Pink Snowman,Pink Snowman
PROPMOVER_TXT_400004,Green Snowman,Green Snowman
PROPMOVER_TXT_400005,Blue Snowman,Blue Snowman
PROPMOVER_TXT_400006,Black Snowman,Black Snowman
PROPMOVER_TXT_400007,Red Snowy Cat,Red Snowy Cat
PROPMOVER_TXT_400008,Pink Snowy Cat,Pink Snowy Cat
PROPMOVER_TXT_400009,Green Snowy Cat,Green Snowy Cat
PROPMOVER_TXT_400010,Blue Snowy Cat,Blue Snowy Cat
PROPMOVER_TXT_400011,Purple Snowy Cat,Purple Snowy Cat
PROPMOVER_TXT_400012,Black Snowy Cat,Black Snowy Cat
PROPMOVER_TXT_400013,Blue Wonderful Dog,Blue Wonderful Dog
PROPMOVER_TXT_400014,Pink Wonderful Dog,Pink Wonderful Dog
PROPMOVER_TXT_400015,Green Wonderful Dog,Green Wonderful Dog
PROPMOVER_TXT_400016,Yellow Wonderful Dog,Yellow Wonderful Dog
PROPMOVER_TXT_400017,Purple Wonderful Dog,Purple Wonderful Dog
PROPMOVER_TXT_400018,Red Wonderful Dog,Red Wonderful Dog
PROPMOVER_TXT_001316,Guest Book,Guest Book
PROPMOVER_TXT_001315,Kalgas,Kalgas
PROPMOVER_TXT_001317,Artifact,Artifact
PROPMOVER_TXT_400019,Brown Cub,Brown Cub
PROPMOVER_TXT_400020,Purple Cub,Purple Cub
PROPMOVER_TXT_400021,Blue Cub,Blue Cub
PROPMOVER_TXT_400022,Green Cub,Green Cub
PROPMOVER_TXT_400023,White Cub,White Cub
PROPMOVER_TXT_400024,Black Cub,Black Cub
PROPMOVER_TXT_400025,Event Greemong,Event Greemong
PROPMOVER_TXT_400200,[Event] Giant Wagsaac,[Event] Giant Wagsaac
PROPMOVER_TXT_400201,[Event] Giant Jack the Hammer,[Event] Giant Jack the Hammer
PROPMOVER_TXT_400202,[Event] Giant Bucrow,[Event] Giant Bucrow
PROPMOVER_TXT_400203,[Event] Giant Totemia,[Event] Giant Totemia
PROPMOVER_TXT_400204,[Event] Giant Wheelem,[Event] Giant Wheelem
PROPMOVER_TXT_400205,[Event] Giant Hoppre,[Event] Giant Hoppre
PROPMOVER_TXT_400206,[Event] Giant Mushpoie,[Event] Giant Mushpoie
PROPMOVER_TXT_400207,[Event] Giant Watangka,[Event] Giant Watangka
PROPMOVER_TXT_400208,[Event] Giant Fafnir,[Event] Giant Fafnir
PROPMOVER_TXT_400209,[Event] Giant Gorruda,[Event] Giant Gorruda
PROPMOVER_TXT_400210,[Event] Giant Medumet,[Event] Giant Medumet
PROPMOVER_TXT_400211,[Event] Glacial Augu,[Event] Glacial Augu
PROPMOVER_TXT_400212,[Event] Ghost of the forgotten Overlord,[Event] Ghost of the forgotten Overlord
PROPMOVER_TXT_400213,[Event] Giant Asuras,[Event] Giant Asuras
PROPMOVER_TXT_400214,[Event] Giant Tigar,[Event] Giant Tigar
PROPMOVER_TXT_400215,[Event] Captain Flybat,[Event] Captain Flybat
PROPMOVER_TXT_400216,[Event] Mr. Pumpkin,[Event] Mr. Pumpkin
PROPMOVER_TXT_400217,[Event] Dumb Bull,[Event] Dumb Bull
PROPMOVER_TXT_400218,[Event] Scorpicon,[Event] Scorpicon
PROPMOVER_TXT_400219,[Event] Wheelem,[Event] Wheelem
PROPMOVER_TXT_400220,[Event] Steel Knight,[Event] Steel Knight
PROPMOVER_TXT_400221,[Event] Driller,[Event] Driller
PROPMOVER_TXT_400222,[Event] Captian Volt,[Event] Captian Volt
PROPMOVER_TXT_400223,[Event] Greemong,[Event] Greemong
PROPMOVER_TXT_400224,[Event] Iren,[Event] Iren
PROPMOVER_TXT_400225,[Event] Watangka,[Event] Watangka
PROPMOVER_TXT_400226,[Event] Small Antiquery,[Event] Small Antiquery
PROPMOVER_TXT_400227,[Event] Antiquery,[Event] Antiquery
PROPMOVER_TXT_400228,[Event] Luia,[Event] Luia
PROPMOVER_TXT_400229,[Event] Small Gongury,[Event] Small Gongury
PROPMOVER_TXT_400230,[Event] Harpy,[Event] Harpy
PROPMOVER_TXT_400231,[Event] Kern,[Event] Kern
PROPMOVER_TXT_400232,[Event] Small Medumet,[Event] Small Medumet
PROPMOVER_TXT_400233,[Event] Yetti,[Event] Yetti
PROPMOVER_TXT_400234,[Event] Small Dantalian,[Event] Small Dantalian
PROPMOVER_TXT_400235,[Event] Mutant Augu,[Event] Mutant Augu
PROPMOVER_TXT_400236,[Event] Ghost of the forgotten king,[Event] Ghost of the forgotten king
PROPMOVER_TXT_400237,[Event] Small Asuras,[Event] Small Asuras
PROPMOVER_TXT_400238,[Event] Mammoth,[Event] Mammoth
PROPMOVER_TXT_400239,[Event] Asuras,[Event] Asuras
PROPMOVER_TXT_400240,[Event] Cannibal Mammoth,[Event] Cannibal Mammoth
PROPMOVER_TXT_400241,[Event] Meral,[Event] Meral
PROPMOVER_TXT_400026,Blue Pixel Rabbit,Blue Pixel Rabbit
PROPMOVER_TXT_400027,Red Pixel Rabbit,Red Pixel Rabbit
PROPMOVER_TXT_400028,Green Pixel Rabbit,Green Pixel Rabbit
PROPMOVER_TXT_400029,Pink Pixel Rabbit,Pink Pixel Rabbit
PROPMOVER_TXT_400030,Purple Pixel Rabbit,Purple Pixel Rabbit
PROPMOVER_TXT_400031,Yellow Pixel Rabbit,Yellow Pixel Rabbit
PROPMOVER_TXT_001319,[Event] Leyena,[Event] Leyena
PROPMOVER_TXT_001321,[Event] Giant Kraken,[Event] Giant Kraken
PROPMOVER_TXT_400032,[Event] Giggle Box,[Event] Giggle Box
PROPMOVER_TXT_400033,[Event] Violet Giggle Box,[Event] Violet Giggle Box
PROPMOVER_TXT_400034,Fox Spirit,Fox Spirit
PROPMOVER_TXT_400035,Ninja Toad,Ninja Toad
PROPMOVER_TXT_400036,Steambot,Steambot
PROPMOVER_TXT_400037,White Lion,White Lion
PROPMOVER_TXT_400038,Phio,Phio
PROPMOVER_TXT_400242,Black Anniversary Cat,Black Anniversary Cat
PROPMOVER_TXT_400243,Purple Anniversary Cat,Purple Anniversary Cat
PROPMOVER_TXT_400244,Pink Anniversary Cat,Pink Anniversary Cat
PROPMOVER_TXT_400245,Green Anniversary Cat,Green Anniversary Cat
PROPMOVER_TXT_400246,Cyan Anniversary Cat,Cyan Anniversary Cat
PROPMOVER_TXT_400247,Blue Anniversary Cat,Blue Anniversary Cat
PROPMOVER_TXT_400248,White Anniversary Cat,White Anniversary Cat
PROPMOVER_TXT_400249,Lord Trangfoma,Lord Trangfoma
PROPMOVER_TXT_400250,Shadow of Clockworks,Shadow of Clockworks
PROPMOVER_TXT_400251,Blue Magical Toad,Blue Magical Toad
PROPMOVER_TXT_400252,Pink Magical Toad,Pink Magical Toad
PROPMOVER_TXT_400253,Orange Magical Toad,Orange Magical Toad
PROPMOVER_TXT_400254,Green Magical Toad,Green Magical Toad
PROPMOVER_TXT_400255,Red Magical Toad,Red Magical Toad
PROPMOVER_TXT_400256,Dark Magical Toad,Dark Magical Toad
PROPMOVER_TXT_400258,[Event] Creper,[Event] Creper
PROPMOVER_TXT_400259,[Event] Violet Creper,[Event] Violet Creper
PROPMOVER_TXT_400260,Red Earless Seal,Red Earless Seal
PROPMOVER_TXT_400261,Purple Earless Seal,Purple Earless Seal
PROPMOVER_TXT_400262,Burgundy Earless Seal,Burgundy Earless Seal
PROPMOVER_TXT_400263,Pink Earless Seal,Pink Earless Seal
PROPMOVER_TXT_400264,Orange Earless Seal,Orange Earless Seal
PROPMOVER_TXT_400265,Blue Earless Seal,Blue Earless Seal
PROPMOVER_TXT_400266,White Earless Seal,White Earless Seal
PROPMOVER_TXT_400267,Brown Butterflies,Brown Butterflies
PROPMOVER_TXT_400268,Purple Butterflies,Purple Butterflies
PROPMOVER_TXT_400269,Green Butterflies,Green Butterflies
PROPMOVER_TXT_400270,Pink Butterflies,Pink Butterflies
PROPMOVER_TXT_400271,Red Butterflies,Red Butterflies
PROPMOVER_TXT_400272,White Butterflies,White Butterflies
PROPMOVER_TXT_400273,Black Butterflies,Black Butterflies
PROPMOVER_TXT_400274,Green DJ Froggy,Green DJ Froggy
